time,wt 1%,wt 1% sd,ga 1%,ga 1% sd,wt 5%,wt 5% sd,ga 5%,ga 5% sd,wt 10%,wt 10% sd,ga 10%,ga 10% sd,wt 60%,wt 60% sd,ga 60%,ga 60% sd,,,,,
24,449.1816667,15.20570226,459.9403333,15.71176509,1268.17738,1.839763901,973.2368039,17.09916528,2164.693,69.33828977,1175.438333,4.20220577,3278.297615,119.5204154,1446.33766,90.08759604,,,,,0.035994229
48,599.845,26.61579539,605.1266667,40.49151083,1641.015297,91.11670179,911.7922392,24.52203275,2856.407406,468.3783661,1260.05242,51.23447806,3645.759143,99.7884097,1457.566564,13.55954263
72,742.9646667,47.86489106,708.9973333,22.96561696,1577.801185,137.441635,905.1214668,10.22045086,3640.277446,358.5492465,1269.274469,26.85985945,4450.333971,417.8941678,1369.973275,15.09570305
